Run,PathCost,ComputationTime,ValidPath
1,25.4121,0.519134,true
2,26.7094,0.383611,true
3,25.6877,6.68324,true
4,28.1633,0.83986,true
5,26.2773,0.536051,true
6,30.5976,0.750362,true
7,34.4657,25.985,true
8,31.5507,29.7497,true
9,29.148,0.721517,true
10,32.7717,33.0674,true
11,28.5888,0.767677,true
12,25.2556,0.409921,true
13,28.7375,0.39266,true
14,36.6793,43.7492,true
15,31.2369,1.11899,true
16,32.7685,11.871,true
17,35.8832,1.27598,true
18,33.9832,37.4618,true
19,35.9498,42.9833,true
20,28.2331,18.0188,true
21,33.9165,21.1778,true
22,26.2083,2.01484,true
23,27.9637,0.873428,true
24,23.4998,4.57502,true
25,29.1667,0.731325,true
26,33.8481,18.8298,true
27,28.6446,0.622754,true
28,33.5544,1.30278,true
29,25.7953,0.576972,true
30,34.097,23.8746,true
31,40.4918,33.953,true
32,24.4715,0.216029,true
33,30.1594,24.6098,true
34,30.2504,20.1003,true
35,32.9017,37.1011,true
36,24.1398,39.7704,true
37,27.638,0.56937,true
38,22.7934,23.9388,true
39,30.2378,0.813341,true
40,35.6934,34.1069,true
41,26.9089,0.403837,true
42,30.6146,0.95063,true
43,24.6315,25.53,true
44,27.6173,12.1034,true
45,28.4192,0.291425,true
46,27.2441,14.0859,true
47,42.9727,33.0578,true
48,31.3391,0.608811,true
49,28.5959,0.491737,true
50,29.0215,14.0018,true
