n,r,run,valid,path_length,computation_time
500,1.5,41,1,15.9668,0.00717382
500,1.5,42,1,15.1768,0.00720873
500,1.5,43,1,15.3319,0.00713467
500,1.5,44,1,15.7789,0.00786386
500,1.5,45,1,15.2463,0.00743268
500,1.5,46,1,16.1672,0.00742741
500,1.5,47,1,15.5628,0.00732214
500,1.5,48,1,20.6948,0.00784294
500,1.5,49,1,15.1782,0.00687152
500,1.5,50,1,16.0706,0.00718107
500,1.5,51,1,16.0867,0.00692654
500,1.5,52,1,15.4319,0.00736045
500,1.5,53,0,0,0.00716023
500,1.5,54,1,15.1125,0.00696117
500,1.5,55,1,15.4521,0.00669537
500,1.5,56,1,16.1737,0.00710869
500,1.5,57,1,15.6379,0.00704497
500,1.5,58,1,14.7363,0.00701336
500,1.5,59,1,15.3887,0.00672214
500,1.5,60,1,15.2403,0.00643507
500,1.5,61,1,15.1127,0.00708536
500,1.5,62,1,15.0294,0.00675578
500,1.5,63,1,15.6294,0.00730813
500,1.5,64,1,16.0576,0.00680739
500,1.5,65,1,15.5761,0.00701203
500,1.5,66,1,15.6478,0.00672477
500,1.5,67,1,16.5141,0.00671697
500,1.5,68,0,0,0.00722991
500,1.5,69,1,15.1823,0.00651322
500,1.5,70,1,14.8539,0.00709541
500,1.5,71,1,15.0624,0.0088946
500,1.5,72,1,21.0633,0.00741076
500,1.5,73,1,16.8585,0.00719253
500,1.5,74,1,15.3638,0.00735285
500,1.5,75,1,16.255,0.00676837
500,1.5,76,0,0,0.00721038
500,1.5,77,1,17.0416,0.00717642
500,1.5,78,1,16.4386,0.0072972
500,1.5,79,1,14.9744,0.00743857
500,1.5,80,1,15.9858,0.0069768
500,1.5,81,1,15.7476,0.00640791
500,1.5,82,1,14.934,0.00684735
500,1.5,83,1,16.3034,0.00684317
500,1.5,84,1,15.0818,0.00723631
500,1.5,85,1,15.4469,0.0071347
500,1.5,86,1,15.8294,0.00713844
500,1.5,87,1,15.8448,0.00730643
500,1.5,88,1,14.9505,0.00699626
500,1.5,89,1,15.4901,0.0071575
500,1.5,90,1,17.146,0.00665898
500,1.5,91,1,15.5463,0.00664024
500,1.5,92,1,15.3109,0.00643661
500,1.5,93,1,15.4214,0.00662728
500,1.5,94,1,15.5112,0.00702656
500,1.5,95,1,15.4749,0.00677115
500,1.5,96,1,15.2661,0.00651688
500,1.5,97,0,0,0.00700273
500,1.5,98,1,14.9408,0.00687846
500,1.5,99,1,16.1047,0.00674041
500,1.5,100,1,15.2373,0.00655014
500,2,1,1,15.0309,0.0124595
500,2,2,1,14.7778,0.0144364
500,2,3,1,14.7419,0.0133415
500,2,4,1,14.612,0.0130672
500,2,5,1,14.5197,0.0125177
500,2,6,1,14.9517,0.0104837
500,2,7,1,14.7661,0.0112315
500,2,8,1,15.1467,0.0106037
500,2,9,1,14.7666,0.0108603
500,2,10,1,14.8656,0.0104428
500,2,11,1,15.0785,0.0115335
500,2,12,1,14.4361,0.0113233
500,2,13,1,14.7189,0.0116467
500,2,14,1,14.4997,0.0112787
500,2,15,1,15.001,0.0112929
500,2,16,1,14.7443,0.0107979
500,2,17,1,15.0873,0.0114715
500,2,18,1,15.2477,0.0103813
500,2,19,1,14.5145,0.0100553
500,2,20,1,15.2477,0.0107214
500,2,21,1,14.8978,0.011014
500,2,22,1,14.7729,0.0104492
500,2,23,1,15.0918,0.0106581
500,2,24,1,14.6534,0.00950327
500,2,25,1,15.0673,0.0111738
500,2,26,1,14.5843,0.012404
500,2,27,1,15.1308,0.0124493
